,Messages,Classe,Similarity
26695,Bom Dia Família E Amigos Amados Queridos Tenhamos Uma Terça-Feira 25.05.2021 Maravilhosa Abençoada Por Deus E A Santíssima Família De Nazaré Jesus Maria José E O Divino Espírito Santo Paráclito E Os Arcanjos Querubins Serafins E Os Anjos E Santos Continuem Iluminando Nossas Vidas Protejendo E Defendendo De Todos Perigos Visíveis E Invisíveis. Amém.,9.0,0.9026219546270479
26698,Bom dia,11.0,0.9927247826671293
26702,Sim,5.0,0.9880873048952942
26705,🐶 Faça seu pedido de Ração e produtos para seu Pet 🐶  Terra adubada e itens para Jardinagem 🪴🌺🌱 Agende um horário para seu Pet 🐾Banho e Tosa - Climatizado 🐶Envie uma mensagem para Kão Peão no WhatsApp: https://wa.me/message/TY2UNXBLEHS4A1,9.0,0.813253277985769
26719,Bom dia!,11.0,0.8556470712669926
26721,Estou bem sim,18.0,0.8325042056138571
26722,00665664109,13.0,0.8926725156528612
26724,Olá,15.0,0.8845560941342169
26726,87007711715,13.0,0.8490641242226499
26728,Bom dia,11.0,0.9927247826671293
26729,Ok,4.0,0.9999925679915664
26732,081994519311,13.0,0.8186654786291298
26736,Bom dia,11.0,0.9927247826671293
26740,Obrigada,2.0,0.9627894558350756
26741,Olá,15.0,0.8845560941342169
26743,Ok,4.0,0.9999925679915664
26745,Há nao desculpa . Ta correto.  É isso mesmo.. me confundi aqui,16.0,0.8350097882194452
26746,Bom dia,11.0,0.9927247826671293
26752,Oi,3.0,0.9999177003965305
26755,19207,13.0,0.8588163855366959
26760,Ok,4.0,0.9999925679915664
26764,Ok,4.0,0.9999925679915664
26769,?,6.0,0.9903489639542571
26771,546118033,13.0,0.8507763475348988
26780,Então pode fazer,0.0,0.8082090168559406
26790,Ok,4.0,0.9999925679915664
26792,"Julia Ana de Oliveira 
Rua: Espacial, 149 Jd. Santa Tereza. 
11 4553-8466",9.0,0.8756309970400196
26801,Edilene Fiuza Lopes,9.0,0.9025507582533681
26807,"Pedimos desculpas pelo transtorno pois infelizmente estamos dependendo dos correios tanto quanto os clientes, e sugiro que vá a uma loja física e solicite a transferência da sua linha para um novo chip; 

Caso não tenha loja física na sua cidade, outra opção é comprar um novo chip da Vivo, e antes de ativar o novo chip entrar em contato com o 1058 para transferir sua linha para o novo chip que você adquirir.

Reembolsamos o valor do chip por aqui, basta enviar o comprovante de pagamento emitido no momento da compra, sendo nota fiscal ou cupom fiscal 

Use este link para encontrar a loja mais próxima de você https://www.vivo.com.br/para-voce/ajuda/mais-ajuda/encontre-uma-loja

Ele indica a loja mais próxima e informa o whatsapp da loja para que você possa verificar se a loja está aberta",1.0,0.8439346483851942
26817,Bom dia,11.0,0.9927247826671293
26818,Obrigada,2.0,0.9627894558350756
26821,Ok,4.0,0.9999925679915664
26822,Certo,19.0,0.989127781057761
26824,Certo,19.0,0.989127781057761
26825,Rsrs,10.0,0.8342274729282368
26830,Ok,4.0,0.9999925679915664
26832,Obrigado,7.0,0.9859162697976918
26834,Sim,5.0,0.9880873048952942
26835,"Ana Paula nascimento da silva.
Santa Teresa.
1194577-3261",9.0,0.8388567191839903
26836,Sim,5.0,0.9880873048952942
26839,Oi,3.0,0.9999177003965305
26842,Ok,4.0,0.9999925679915664
26845,?,6.0,0.9903489639542571
26848,Bom dia,11.0,0.9927247826671293
26855,Larissa Soares Miranda,9.0,0.8120067422587539
26860,Bom dia.,11.0,0.8305305066290981
26865,Sim,5.0,0.9880873048952942
26872,?,6.0,0.9903489639542571
26890,??,6.0,0.9738372424132666
26894,Sandra Aparecida Ribeiro Caetano Pereira,9.0,0.9100930031542583
26900,Bom dia,11.0,0.9927247826671293
26901,Para amanhã. Estou com covid e preciso coletar o sangue de 2 em 2 dias. Fico no aguardo do horário. Obrigada,14.0,0.8144810008682573
26902,Ok,4.0,0.9999925679915664
26906,Certo,19.0,0.989127781057761
26907,Bom dia,11.0,0.9927247826671293
26909,Obrigado,7.0,0.9859162697976918
26911,??,6.0,0.9738372424132666
26915,Certo,19.0,0.989127781057761
26921,Bom dia,11.0,0.9927247826671293
26926,Edilene Fiuza Lopes,9.0,0.9025507582533681
26932,Bom dia,11.0,0.9927247826671293
26933,Bom dia,11.0,0.9927247826671293
26934,"Bom dia.
Alguém pode me atender.",16.0,0.8003456784811226
26935,"Houve algum dano durante ou após a instalação? Não 
Nosso serviço está funcionando corretamente?   Sim 
Foi feito o aceite do contrato? sim",14.0,0.811760579212079
26940,Nome : Daiana Patrícia Alves,9.0,0.8851510412421744
26942,3,13.0,0.9309000111928037
26957,Blz,10.0,0.8409440701686757
26964,Ok,4.0,0.9999925679915664
26976,Bom dia,11.0,0.9927247826671293
26979,Sim,5.0,0.9880873048952942
26981,Vila Perequê,9.0,0.8174247590106128
26984,Ok! Qualquer novidade estou à disposição! Obrigado!,16.0,0.8482383368314722
26987,AS QUE EU COMPREI AINDA NÃO CONSTA PARA EU DAR ENTRADA,9.0,0.8319798145227735
26988,5,13.0,0.8520622415298768
26989,24241350020,13.0,0.9233024057842126
26990,Ok,4.0,0.9999925679915664
26991,Bom dia,11.0,0.9927247826671293
26994,2,13.0,0.9228572756673731
26996,Bom dia,11.0,0.9927247826671293
27004,Sim,5.0,0.9880873048952942
27011,POREM FUI VER AQUI QUE É REFERENTE AS QUE EU DEVOLVI,9.0,0.8104615136778076
27012,Bom dia,11.0,0.9927247826671293
27016,?,6.0,0.9903489639542571
27021,#1081529,13.0,0.8075476126016414
27032,"Luanna Goncalves de Farias 
018.809.921-24",9.0,0.8006680969377765
27036,"E HOJE FUI DA ENTRADA  EM UMAS QUE RECEBI ONTEM, COM SO TINHA UM LOTE PARA DAR ENTRADA EU DEI",9.0,0.8422781349736541
27038,Então da entrada da entrada continua o processo E aí eu vou te pagando entendeu Pode ficar tranquila que eu vou te pagar pode falar com o doutor que que eu tô passando para você é que agora no momento eu não tenho dinheiro acabei de me recolocar no mercado de trabalho e eu não esperava essa dívida esse valor todo assim entendeu E sou me pegou desprevenido,17.0,0.8382921097494858
27052,Bom dia,11.0,0.9927247826671293
27061,2,13.0,0.9228572756673731
27064,Ok.  Estou aguardando.,16.0,0.8228403249268541
27070,Obrigada,2.0,0.9627894558350756
27072,Ok,4.0,0.9999925679915664
27074,102 607 438 01,13.0,0.8583299471691744
27077,Ok,4.0,0.9999925679915664
27079,Olá,15.0,0.8845560941342169
27080,Bom dia,11.0,0.9927247826671293
27087,Obrigada,2.0,0.9627894558350756
27091,Bom dia,11.0,0.9927247826671293
27093,Bom dia Katarine,11.0,0.8195129632990299
27096,??,6.0,0.9738372424132666
27122,Bom dia,11.0,0.9927247826671293
27132,Certo,19.0,0.989127781057761
27140,??????,6.0,0.9089205134115721
27144,Preciso colocar a impressora em rede,1.0,0.8026739180092616
27149,Ok,4.0,0.9999925679915664
27151,Obrigada,2.0,0.9627894558350756
27154,?,6.0,0.9903489639542571
27170,Bom dia,11.0,0.9927247826671293
27171,Obrigada,2.0,0.9627894558350756
27173,Olá,15.0,0.8845560941342169
27177,Ok,4.0,0.9999925679915664
27185,Certo,19.0,0.989127781057761
27189,"Simone Sida Lima de Oliveira 
Proposta:870830975
CPF:007.774.275-32",9.0,0.8332569593566437
27196,Ok,4.0,0.9999925679915664
27205,Ok,4.0,0.9999925679915664
27212,Bom dia,11.0,0.9927247826671293
27214,Bom dia!,11.0,0.8556470712669926
27220,21607297876,13.0,0.8363360590635303
27222,Bom dia,11.0,0.9927247826671293
27224,Não entrei hoje ainda,18.0,0.8367273397355055
27237,Ok,4.0,0.9999925679915664
27246,Bom dia,11.0,0.9927247826671293
27250,Ok,4.0,0.9999925679915664
27251,Feito,7.0,0.8233220360783159
27255,Obrigada!!!,16.0,0.8262452649191733
27257,981975315,13.0,0.8447784651833018
27265,Bom dia,11.0,0.9927247826671293
27267,Ok,4.0,0.9999925679915664
27273,Ok,4.0,0.9999925679915664
27275,Gostaria de saber se no Senai Parangaba tem o curso técnico em segurança no trabalho,14.0,0.8064634142886589
27278,Pode confirmar,0.0,0.8714985325466669
27282,Bom dia,11.0,0.9927247826671293
27284,"Tem opção de drave, pois ele não pode passar muito tempo na fila por conta da Diabet q derrepente baixa.",1.0,0.8172017803007083
27285,Sim,5.0,0.9880873048952942
27288,Sim,5.0,0.9880873048952942
27289,Bom dia,11.0,0.9927247826671293
27291,6,13.0,0.8832357775848949
27292,???,6.0,0.9517508450308584
27297,Eai?,16.0,0.8218382822981207
27306,Obrigada,2.0,0.9627894558350756
27309,Bom dia,11.0,0.9927247826671293
27312,Ok,4.0,0.9999925679915664
27314,?,6.0,0.9903489639542571
27320,Oi ! Pode mandar .,16.0,0.8509128604922431
27324,?,6.0,0.9903489639542571
27333,Raquel Campos da Cruz CPF 00010285709 BAIRRO NOVA CIDADE CEP 27949-100,9.0,0.8382615534444121
27336,Meu nome é Ana Larissa Gomes Machado,9.0,0.8305481992382284
27340,?,6.0,0.9903489639542571
27343,????,6.0,0.9330070096650737
27347,Ok,4.0,0.9999925679915664
27348,Obrigada,2.0,0.9627894558350756
27355,Ok,4.0,0.9999925679915664
27361,2,13.0,0.9228572756673731
27362,Michele Santos Perin,9.0,0.8774110837492406
27364,?,6.0,0.9903489639542571
27366,3,13.0,0.9309000111928037
27367,Sim,5.0,0.9880873048952942
27368,Ok,4.0,0.9999925679915664
27381,Oi,3.0,0.9999177003965305
27386,Bom dia,11.0,0.9927247826671293
27395,Bom dia,11.0,0.9927247826671293
27396,Reguralize.,16.0,0.8176047643860245
27398,Ok,4.0,0.9999925679915664
27402,Dia 31,8.0,0.8034782915961113
27410,Ok,4.0,0.9999925679915664
27414,Oiê,10.0,0.8037325080512608
27415,Ok,4.0,0.9999925679915664
27417,114640,13.0,0.845126384789008
27422,Ok,4.0,0.9999925679915664
27423,Olá,15.0,0.8845560941342169
27433,41151662000140,13.0,0.8481661130984816
27437,Bom dia,11.0,0.9927247826671293
27445,53418034691,13.0,0.8819108975041046
27455,Ok,4.0,0.9999925679915664
27460,Já deu certo!!!,16.0,0.8204366473679691
27461,Anna Karoline Ribeiro Figueiredo Santos,9.0,0.9150748810029646
27463,06718373117,13.0,0.8306811490939773
27473,Blz,10.0,0.8409440701686757
27475,Ok,4.0,0.9999925679915664
27482,08722059679,13.0,0.8489106645890437
27483,Preciso da parametrização para poder realizar uma proposta de credtiro em energia,1.0,0.8462047926540255
27490,Obrigada,2.0,0.9627894558350756
27494,Ok,4.0,0.9999925679915664
27499,Sim,5.0,0.9880873048952942
27500,Bom dia,11.0,0.9927247826671293
27501,Obrigado,7.0,0.9859162697976918
27502,Representações e Comércio Repra.,9.0,0.8199386957755966
27517,07008463103,13.0,0.8274235242770149
27520,Bom dia,11.0,0.9927247826671293
27525,Ok,4.0,0.9999925679915664
27528,Jakelinny Costa Cruz,9.0,0.8915467381262288
27529,Ok,4.0,0.9999925679915664
27532,Ok,4.0,0.9999925679915664
27535,Oi,3.0,0.9999177003965305
27550,?,6.0,0.9903489639542571
27560,O condômino fica ao lado do posto João Paulo II,14.0,0.8033926272985514
27561,Obrigado,7.0,0.9859162697976918
27566,31016720,13.0,0.898501056191822
27578,19206,13.0,0.8770520181053696
27587,Sim,5.0,0.9880873048952942
27588,Sim,5.0,0.9880873048952942
27590,134 920 193,13.0,0.8825523760875242
27591,Sim,5.0,0.9880873048952942
27594,Sim,5.0,0.9880873048952942
27595,85 96892494,13.0,0.907211774524334
27598,Sim,5.0,0.9880873048952942
27603,Bom dia,11.0,0.9927247826671293
27604,Bom dia,11.0,0.9927247826671293
27612,Bom dia! Não recebi o boleto de pagamento,14.0,0.8331284460178012
27613,Zona Norte,9.0,0.878274392003046
27617,Ok,4.0,0.9999925679915664
27619,Obrigada,2.0,0.9627894558350756
27620,São Paulo,9.0,0.8026161723505134
27623,Bom dia,11.0,0.9927247826671293
27625,Ok,4.0,0.9999925679915664
27627,Gardênia Morais dos Santos Pereira,9.0,0.8183988201987713
27640,?,6.0,0.9903489639542571
27647,Zigg Brasil Art vest Ltda,9.0,0.861758047840961
27669,Bom dia!,11.0,0.8556470712669926
27675,222316780,13.0,0.8665813730353571
27678,Sim,5.0,0.9880873048952942
27680,4,13.0,0.8569259173317467
27683,"Bom dia tudo bem.
Me formei em medicina veterinária na Unimar há 20 anos, perdi meu diploma numa mudança. Preciso da segunda via. Este  atendimento me passou os emails nas quais eu deveria solicitar a segunda via. Mandei para os dois mas não me respondem. Gostaria de um número de whatsApp para que eu solicite a segunda via por favor.",1.0,0.8575496104406497
27697,Bom dia,11.0,0.9927247826671293
27701,03267231531,13.0,0.8250615498904517
27703,22316780,13.0,0.8531266587358411
27705,Bom dia,11.0,0.9927247826671293
27707,"Pedido 899711
ID 46460 - Geane Aguiar Silva",9.0,0.8603205959720803
27709,Certo,19.0,0.989127781057761
27710,"PEDIDO:
1 unidade Articulador garfo OGP R$ 29,00 

2 quilos Gesso Pedra amarelo Yamay R$ 8,00 

1 unidade Escova 10 R$ 6,00

1 unidade Broca esférica (para furar dentes) R$ 9,95) 

1 - Mandril de lixa R$ 3,99 

DENTES: New ace1 PLACA DE CADA: 

T3 com M32 cor Equivalente ao 62

O3 com M30 cor equivalente ao 62


 Local de entrega estrada Anderson Ferreira Filho 8500 condomínio Village da Serra rua Lótus, 121 CEP 27949100",8.0,0.8104390810283308
27713,Sim,5.0,0.9880873048952942
27721,?,6.0,0.9903489639542571
27729,Sim,5.0,0.9880873048952942
27737,5,13.0,0.8520622415298768
27740,Obrigada,2.0,0.9627894558350756
27741,556 095 301,13.0,0.8662273548249672
27745,GOSTARIA DE UMA INFORMAÇÃO,9.0,0.8226133726522369
27751,?,6.0,0.9903489639542571
27756,Bom dia,11.0,0.9927247826671293
27759,Bom dia,11.0,0.9927247826671293
27761,?,6.0,0.9903489639542571
27766,Olá,15.0,0.8845560941342169
27768,"Bom dia! Vcs fazem placa em
Laminate?",16.0,0.8048426651413385
27769,Obrigada,2.0,0.9627894558350756
27771,Ok,4.0,0.9999925679915664
27774,Sim,5.0,0.9880873048952942
27781,"Fred bom dia. Não faz muito tempo foi recolocado um rufo de alumínio azul, em substituição ao outro danificado pelo vento.
Só das descidas das cadeirinhas nos cobraram R$ 1.000,00.
Agora o rufo já está solto novamente e teriam colado com silicone quando o correto seria com PU.
Favor notificar quem fez e instalou para solucionar esse problema, antes que o rufo caia e provoque mais danos.",14.0,0.8536774611653927
27785,Sim,5.0,0.9880873048952942
27787,Bom dia,11.0,0.9927247826671293
27789,"Wagner Ferreira da Silva 
Id 110366",9.0,0.8937152923269754
27792,Bom dia,11.0,0.9927247826671293
27793,45722668672,13.0,0.8861540410679477
27794,???,6.0,0.9517508450308584
27795,Bom dia,11.0,0.9927247826671293
27798,2899,13.0,0.8445444676227886
27805,05877945343,13.0,0.8439080504319209
27806,Bom dia Bruna,11.0,0.8782037243024728
27816,90783875215,13.0,0.8951005673748494
27818,Bom dia!,11.0,0.8556470712669926
27823,?,6.0,0.9903489639542571
27831,Ok,4.0,0.9999925679915664
27832,Bom dia,11.0,0.9927247826671293
27842,1,13.0,0.9225807665146257
27853,"Parque Iracema, cep:60824100",9.0,0.8522998919035618
27863,Me chamo Anna Karoline,9.0,0.800504448625969
27865,"Olá, gostaria de mais informações:

*Prótese Masturbadora Realística Com Camada De Dupla Intensidade Em Cyber Skin - 22,8cm*
*Valor:* R$298,00
*URL:* https://sabordapele.com.br/produto/protese-masturbadora-realistica-com-camada-de-dupla-intensidade-em-cyber-skin-228cm/

Obrigado bom dia",9.0,0.8686556966602589
27866,Legal,10.0,0.8449498646157024
27875,Av Padre Pedro de Alencar 1881 casa 28 Messejana,9.0,0.8217022790092727
27881,Renato,10.0,0.8505565932999865
27882,5,13.0,0.8520622415298768
27896,Já sim,18.0,0.8096896881701203
27902,??,6.0,0.9738372424132666
27909,100,13.0,0.8971511941702391
27917,Serto,10.0,0.8312693953312691
27918,Bom dia,11.0,0.9927247826671293
27924,921 912 689,13.0,0.8604031569198956
27927,Sim,5.0,0.9880873048952942
27929,Sim,5.0,0.9880873048952942
27941,"Certo...

E conta o pagamento dia 10 do mês passado de uso?",14.0,0.8158972106818632
27953,Pode falar,0.0,0.8706427078463788
27958,Ok,4.0,0.9999925679915664
27965,Banco Pan,9.0,0.8702076257432597
27966,Sim,5.0,0.9880873048952942
27967,Só fica assim,18.0,0.815673765782263
27968,Certo,19.0,0.989127781057761
27974,Wagner Ferreira da Silva                          ID 110366,9.0,0.8337129246191743
27976,Bom dia.,11.0,0.8305305066290981
27977,Jardim Magali,9.0,0.8156292944974928
27980,Banco Itaú,9.0,0.8428359130775406
27982,Bom dia,11.0,0.9927247826671293
27987,Oi,3.0,0.9999177003965305
27990,94882819953,13.0,0.8270037418942425
27996,Ok,4.0,0.9999925679915664
27997,Já tive que coloca o carro na justiça a audiência e agora em junho vcs ficaram de me dá uma posição até agora nada,1.0,0.8149441012406028
28003,"Maria Romana Santos
16944604876",9.0,0.8825168935260757
28004,56486863749,13.0,0.9290860707874239
28005,?,6.0,0.9903489639542571
28018,"Foi colocado que viria no próximo 
Porém ela não quer mas pedir por conta desse problema que houve 
Ela quer o dinheiro do produto de volta",14.0,0.8214488407386145
28022,Ok,4.0,0.9999925679915664
28025,Bom dia,11.0,0.9927247826671293
28032,?,6.0,0.9903489639542571
28033,Bom dia tudo bem,11.0,0.8269681756522499
28034,Sim,5.0,0.9880873048952942
28039,"Pois a empresa não deve 
Porém já foi informado que não adianta levar os boletos pagos para vocês
Pois só quem pode tirar a dívida do cartório é quem colocou
No caso essa Focalize
Empresa a qual ninguém encontra",17.0,0.8467573225751457
28040,Ha com o fundo branco,14.0,0.838066652760971
28044,Ok,4.0,0.9999925679915664
28046,Olá,15.0,0.8845560941342169
28048,Ok,4.0,0.9999925679915664
28049,Obrigado,7.0,0.9859162697976918
28052,Obrigada,2.0,0.9627894558350756
28053,Obrigada,2.0,0.9627894558350756
28057,Bom dia,11.0,0.9927247826671293
28058,02414209542,13.0,0.8686996103755147
28059,Bom dia,11.0,0.9927247826671293
28068,Sim,5.0,0.9880873048952942
28069,Bom dia!!!,16.0,0.8132954580907389
28071,Sim,5.0,0.9880873048952942
28076,Oi,3.0,0.9999177003965305
28077,Bom dia,11.0,0.9927247826671293
28078,Bom dia,11.0,0.9927247826671293
28088,Sim,5.0,0.9880873048952942
28089,Diploma,10.0,0.8369149768471512
28103,Bom dia,11.0,0.9927247826671293
28111,1123361,13.0,0.8618115684223167
28120,?,6.0,0.9903489639542571
28123,Bom dia,11.0,0.9927247826671293
28130,Oi,3.0,0.9999177003965305
28131,Contato,10.0,0.8270287977637946
28133,Alicia Ferreira,9.0,0.859969215882907
28137,Oi,3.0,0.9999177003965305
28138,Bom dia,11.0,0.9927247826671293
28143,Bom dia,11.0,0.9927247826671293
28151,Ok,4.0,0.9999925679915664
28155,Bom dia,11.0,0.9927247826671293
28157,Bom dia,11.0,0.9927247826671293
28159,10677440880,13.0,0.9110184520319543
28163,"Minha vontade mesmo é de cancelar a internet de vcs,mais aí VCS vem com a história de que eu tenho que pagar uma muita🤷🏻‍♂️,eu vou no Procon pra ver se isso é correto
Moça quero que vc entenda que não está certo o que está acontecendo tem alguma coisa de errado",17.0,0.8262764596493544
28175,2380,13.0,0.8288196851981993
28176,Bom dia Cecília,11.0,0.8266326436355093
28184,?,6.0,0.9903489639542571
28193,Bom dia,11.0,0.9927247826671293
28197,Mercantil Família André,9.0,0.8684283017637613
28201,Obrigado!,16.0,0.8041436608044272
28203,Ok,4.0,0.9999925679915664
28206,Olá,15.0,0.8845560941342169
28211,"Adja Silva Lins 
Proposta: 870875383
CPF:499.221.814-87",9.0,0.8781321495396515
28213,"Rosângela Dos Reis Souza 
Proposta : 870802811 
CPF :008.206.195-58",9.0,0.8786381430222318
28214,Bom dia,11.0,0.9927247826671293
28215,Ok,4.0,0.9999925679915664
28218,Sim,5.0,0.9880873048952942
28222,Bom dia,11.0,0.9927247826671293
28226,Sim,5.0,0.9880873048952942
28245,CPF 012 798 181 07,8.0,0.8522973051111336
28247,Tbn,10.0,0.8322366348494976
28258,Bom dia,11.0,0.9927247826671293
28259,Olá,15.0,0.8845560941342169
28265,Ok,4.0,0.9999925679915664
28287,Bom dia,11.0,0.9927247826671293
28296,Bom dia,11.0,0.9927247826671293
28301,85395064168,13.0,0.9121827955053649
28303,Olá,15.0,0.8845560941342169
28304,Ok,4.0,0.9999925679915664
28305,Ola Jardel,9.0,0.8602439596363736
28309,"Bolo 10 reais 
Brigadeiro
Formigueiro
Cenoura com chocolate
Chocolate tradicional",9.0,0.8222458459180899
28311,Sim,5.0,0.9880873048952942
